[2023-03-28T19:50:03.9085217Z] cpuUsage: 6.1498604
[2023-03-28T19:50:03.9085420Z] cpuUsage: 6.057034
[2023-03-28T19:50:08.7539563Z] cpuUsage: 4.43416
[2023-03-28T19:50:07.7525434Z] cpuUsage: 4.39093
[2023-03-28T19:50:11.7588033Z] cpuUsage: 4.5036488
[2023-03-28T19:50:04.7437483Z] cpuUsage: 5.4189057
[2023-03-28T19:50:22.7739377Z] cpuUsage: 20.104511
[2023-03-28T19:50:23.7755838Z] cpuUsage: 8.357373
[2023-03-28T19:50:24.7764459Z] cpuUsage: 9.83811
[2023-03-28T19:50:25.7370446Z] cpuUsage: 3.5583248
[2023-03-28T19:50:26.7361115Z] cpuUsage: 4.412235
[2023-03-28T19:50:27.7362581Z] cpuUsage: 5.9541593
[2023-03-28T19:50:28.7366852Z] cpuUsage: 7.092606
[2023-03-28T19:50:29.7369336Z] cpuUsage: 8.311844
[2023-03-28T19:50:30.7364322Z] cpuUsage: 11.763116
[2023-03-28T19:50:31.7363291Z] cpuUsage: 21.559345
[2023-03-28T19:50:32.7361162Z] cpuUsage: 9.039383
[2023-03-28T19:50:33.7366103Z] cpuUsage: 20.750751
[2023-03-28T19:50:34.7368684Z] cpuUsage: 18.045517
[2023-03-28T19:50:35.7366465Z] cpuUsage: 5.970297
[2023-03-28T19:50:36.7367373Z] cpuUsage: 9.080682
[2023-03-28T19:50:37.7370432Z] cpuUsage: 6.375335
[2023-03-28T19:50:38.7365637Z] cpuUsage: 5.6053014
[2023-03-28T19:50:39.7359640Z] cpuUsage: 4.3378997
[2023-03-28T19:50:40.7354968Z] cpuUsage: 7.070875
[2023-03-28T19:50:41.7358582Z] cpuUsage: 6.6766343
[2023-03-28T19:50:42.7355867Z] cpuUsage: 4.7562566
[2023-03-28T19:50:43.7360141Z] cpuUsage: 2.7870302
[2023-03-28T19:50:44.7360980Z] cpuUsage: 9.850326
[2023-03-28T19:50:45.7364926Z] cpuUsage: 6.6888523
[2023-03-28T19:50:46.7368260Z] cpuUsage: 3.637519
[2023-03-28T19:50:47.7357228Z] cpuUsage: 6.719237
[2023-03-28T19:50:48.7361225Z] cpuUsage: 7.471429
[2023-03-28T19:50:49.7358944Z] cpuUsage: 7.8689303
[2023-03-28T19:50:50.7363388Z] cpuUsage: 8.649876
[2023-03-28T19:50:51.7362513Z] cpuUsage: 9.839228
[2023-03-28T19:50:52.7366356Z] cpuUsage: 3.5493877
[2023-03-28T19:50:53.7363775Z] cpuUsage: 7.097796
[2023-03-28T19:50:54.7366278Z] cpuUsage: 9.496646
[2023-03-28T19:50:55.7362623Z] cpuUsage: 5.138414
[2023-03-28T19:50:56.7358106Z] cpuUsage: 9.030192
[2023-03-28T19:50:57.7361513Z] cpuUsage: 9.404571
[2023-03-28T19:50:58.7357452Z] cpuUsage: 14.112813
[2023-03-28T19:52:21.5814502Z] cpuUsage: 5.9852214 %
[2023-03-28T19:52:22.3607029Z] cpuUsage: 10.022282 %
[2023-03-28T19:52:23.3577735Z] cpuUsage: 5.571205 %
[2023-03-28T19:52:24.3667036Z] cpuUsage: 5.5578184 %
[2023-03-28T19:52:25.3562983Z] cpuUsage: 4.350778 %
[2023-03-28T19:52:26.3576132Z] cpuUsage: 5.5886054 %
[2023-03-28T19:52:27.3578574Z] cpuUsage: 7.9120655 %
[2023-03-28T19:52:28.3561025Z] cpuUsage: 4.345922 %
[2023-03-28T19:52:29.3564955Z] cpuUsage: 10.281488 %
[2023-03-28T19:52:30.3564843Z] cpuUsage: 35.611298 %
[2023-03-28T19:52:31.3564762Z] cpuUsage: 44.58675 %
[2023-03-28T19:52:32.3565105Z] cpuUsage: 25.465097 %
[2023-03-28T19:52:33.3563685Z] cpuUsage: 5.1570387 %
[2023-03-28T19:52:34.3566424Z] cpuUsage: 4.420092 %
[2023-03-28T19:52:35.3561519Z] cpuUsage: 6.6915383 %
[2023-03-28T19:52:36.3560944Z] cpuUsage: 5.937386 %
[2023-03-28T19:52:37.3567990Z] cpuUsage: 4.7618713 %
[2023-03-28T19:52:38.3569858Z] cpuUsage: 5.584588 %
[2023-03-28T19:52:39.3556398Z] cpuUsage: 2.400992 %
[2023-03-28T19:52:40.3567920Z] cpuUsage: 5.194314 %
[2023-03-28T19:52:41.3560996Z] cpuUsage: 0.866277 %
[2023-03-28T19:52:42.3573198Z] cpuUsage: 5.6129265 %
[2023-03-28T19:52:43.3559411Z] cpuUsage: 6.306937 %
[2023-03-28T19:52:44.3566531Z] cpuUsage: 0.46971676 %
[2023-03-28T19:52:45.3568897Z] cpuUsage: 6.3709874 %
[2023-03-28T19:52:46.3558406Z] cpuUsage: 6.3319316 %
[2023-03-28T19:52:47.3569186Z] cpuUsage: 5.5778265 %
[2023-03-28T19:52:48.3561427Z] cpuUsage: 9.486096 %
[2023-03-28T19:52:49.3565360Z] cpuUsage: 10.665069 %
[2023-03-28T19:52:50.3565702Z] cpuUsage: 4.4016557 %
[2023-03-28T19:52:51.3561017Z] cpuUsage: 7.0845647 %
[2023-03-28T19:52:52.3561127Z] cpuUsage: 5.9287286 %
[2023-03-28T19:52:53.3570971Z] cpuUsage: 3.628298 %
[2023-03-28T19:52:54.3573883Z] cpuUsage: 5.204426 %
[2023-03-28T19:52:55.3568245Z] cpuUsage: 10.273665 %
[2023-03-28T19:52:56.3568115Z] cpuUsage: 5.5743556 %
[2023-03-28T19:52:57.3562629Z] cpuUsage: 10.188681 %
[2023-03-28T19:52:58.3563165Z] cpuUsage: 7.5062804 %
[2023-03-28T19:52:59.3576025Z] cpuUsage: 6.7696695 %
[2023-03-28T19:53:00.3562792Z] cpuUsage: 4.3778243 %
